title,categories,disposals,description,warnings
Filtermaterialien für Pool-/Teichfilter,,Restabfalltonne,"Filtermaterialien wie Quarzsand, Papierfilter und Filterwolle können über den Restabfall (die Restabfalltonne) entsorgt werden.Wenn gelegentlich mehr Abfall anfällt, können Sie beim Wertstoffhof oder online einen Zusatzsack kaufen. Stellen Sie diesen am Leerungstag einfach zu dem Restabfallbehälter - wir nehmen ihn mit.",
Feuerzeug,Sonderabfall,"Wertstoffhof,Deponie Hannover - Sonderabfallannahmestelle","Ein entleertes Feuerzeug gehört in den Restabfall. Ein nicht entleertes Feuerzeug bitte als Sonderabfall abgeben.Übergabestellen für gefährliche Abfälle bei aha Bis zu 30 kg Ihrer gefährlichen Abfälle können Sie entgeltfrei auf den Wertstoffhöfen der Region Hannover abgeben. Dort sind entsprechende Sammelstellen eingerichtet. Des Weiteren besteht die Möglichkeit, die gefährlichen Abfälle an der Sonderabfallannahmestelle der Deponie Hannover abzugeben.",
Feuerschutztüren,,,Brandschutztüren werden weder auf den Wertstoffhöfen noch den Deponien von Hannover entgegengenommen. Bitte wenden Sie sich für die Entsorgung dieser an eine externe Firma aus dem Branchenbuch/-verzeichnis oder dem Internet.,
Feuerwerkskörper,,"Restabfalltonne,Deponie Hannover - Sonderabfallannahmestelle","Feuerwerkskörper, die nicht entzündet wurden, zählen zu den gefährlichen Abfällen. Bitte wässern (z. B. in einen Eimer Wasser legen) Sie nicht entzündete Feuerwerkskörper oder Blindgänger vor der Entsorgung mehrere Tage, um Verletzungen vorzubeugen und Gefährdungen zu vermeiden.Bereits abgebrannte, ausgekühlte Feuerwerkskörper können über den Restabfallbehälter entsorgt werden. ",
Fermacellplatten,,Deponie,"Gipskarton-, Gipsfaser- und Rigipsplatten (ohne Anhaftungen o.ä.) nehmen die Deponien in Burgdorf, Hannover-Lahe und Wunstorf aus privaten Haushaltungen bis zu 1m³ /Tag kostenfrei an. Bei größeren Mengen, sowie aus gewerblichen Abfallstellen, wenden Sie sich bitte unter Telefon (0511) 99 11-478 99 an unseren Vertrieb. Fachfirmen nehmen ebenfalls Rigips mit Anhaftungen an. Bitte wenden sich bezüglich der Entsorgung an diese. ",
Fernseher / TV-Gerät,Wertstoff,,Alte Fernsehgeräte können Sie kostenfrei auf den Wertstoffhöfen abgeben.,
Feuerlöscher,,"Wertstoffhof,Deponie","Feuerlöscher werden nach Vorlage des Kaufbeleges vom Fachhandel zurückgenommen. Sollte dieser nicht mehr vorliegen, können bis zu zwei Feuerlöschern täglich auf den Wertstoffhöfen oder den Deponien der Region Hannover abgegeben werden.",
Fenster/-rahmen,Sperrabfall,"Wertstoffhof,Sperrabfallabholung","Ein Fenster ohne Glasscheibe aus einem Privathaushalt kann bei der kostenlosen Sperrmüllabholung angemeldet, oder (auch mit Glas) bis zur Menge von 1m³ pro Tag an einem der Wertstoffhöfe angeliefert werden. Größere Mengen müssen gegen Gebühr an den Deponien angeliefert werden.",
Felgenreiniger,Sonderabfall,"Wertstoffhof,Deponie Hannover - Sonderabfallannahmestelle","Bis zu 30kg (Gesamtmenge/ haushaltsübliche Mengen) Ihrer gefährlichen Abfälle, können Sie täglich kostenlos auf allen Wertstoffhöfen abgeben. Auf den Wertstoffhöfen der Region werden Sonderabfälle in Gebinden bis zu einer Größe von max. 10 Litern entgegengenommen. Größere Mengen oder Gebinde können kostenpflichtig an der Sonderannahmestelle auf der Deponie Hannover Lahe abgeben. Gebinde über 10 Liter sind ebenfalls an der Deponie in Hannover anzuliefern.Bitte beachten Sie die Mengenbegrenzung der einzelnen Abfälle, auf der Preisliste für Sonderabfall.Bitte achten Sie bei dem Transport darauf, die Gebinde gut zu kennzeichnen und auf keinen Fall mit anderen Flüssigkeiten zu vermischen. Am sichersten transportieren Sie Sonderabfälle nur dicht verschlossen in den originalen Behältern (Gebinden) sowie aufrechtstehend (z.B. in einer Wanne, die Behälter aufrecht hält).Wichtig: Nutzen Sie bitte die Abgabezeiten für Gewerbekunden (Mo. bis Do. von 7.00 – 14.00 Uhr und Fr. von 7.00 – 12.00 Uhr), wenn Sie größere Mengen an Sonderabfällen abgeben wollen.",
Fensterglas,Restabfall,Restabfalltonne,"Flachglas (Fensterscheiben, Spiegelglas) gehört nicht in die Glascontainer, da es eine andere Zusammensetzung als Hohlgläser hat und den Verwertungsprozess stört. Eine einzelne Glasscheibe oder ein Spiegel kann eingewickelt in Zeitungspapier und Plastikbeutel so weit zerschlagen werden, dass das Paket in die Restabfalltonne oder den Zusatz-Restabfallsack passt. Sonst nehmen auch die Wertstoffhöfe diesen sperrigen Abfall an.Für größere Mengen ab 5 m³ der Flachglasverwertung wenden Sie sich bitte an eine externe Firma aus dem Branchenbuch/-verzeichnis, dem Internet, oder für eine kostenpflichtige Abholung über einen Einmalcontainer von aha, an den aha-Service unter: 0800 - 999 11 99. Die Service-Mitarbeitenden leiten Sie dann an die Fachabteilung weiter.",
Federbetten,Wertstoff,"Wertstoffhof,Deponie,Deponie Hannover Lahe","Zur Entsorgung Ihrer Textilien und Schuhe ( Kleidungsstücke wie Hosen, Blusen und Mäntel, Bettwäsche, Bettzeug, Federbetten usw.) finden Sie Sammelcontainer an allen Wertstoffhöfen, den Deponien und bei vielen Supermärkten.Bitte beachten Sie:  ",
Federn,Restabfall,Restabfalltonne,Federn und Haare können über die Restabfallentsorgung (Restabfallbehälter) entsorgt werden.,
Faserzementplatten,,Deponie Hannover Lahe,"Da Faserzementplatten optisch Asbestplatten sehr ähneln, können diese nur auf der Deponie Lahe entsorgt werden, um Verletzungen und Gesundheitsschäden zu vermeiden.Bis zu 16 kg luftdicht verpackte Faserzementplatten werden auf dort gebührenfrei entgegengenommen. Bitte melden Sie Ihre Anlieferung unbedingt vorher telefonisch an: 0511 9911- 678 29 oder 0511 9911- 479 61. ",
Farb- und Lackreste,Sonderabfall,"Wertstoffhof,Deponie Hannover - Sonderabfallannahmestelle","Bis zu 30kg (Gesamtmenge/ haushaltsübliche Mengen) Ihrer gefährlichen Abfälle, können Sie täglich kostenlos auf allen Wertstoffhöfen abgeben. Auf den Wertstoffhöfen der Region werden Sonderabfälle in Gebinden bis zu einer Größe von max. 10 Litern entgegengenommen. Größere Mengen oder Gebinde können kostenpflichtig an der Sonderannahmestelle auf der Deponie Hannover Lahe abgeben. Gebinde über 10 Liter sind ebenfalls an der Deponie in Hannover anzuliefern.Bitte beachten Sie die Mengenbegrenzung der einzelnen Abfälle, auf der Preisliste für Sonderabfall.Bitte achten Sie bei dem Transport darauf, die Gebinde gut zu kennzeichnen und auf keinen Fall mit anderen Flüssigkeiten zu vermischen. Am sichersten transportieren Sie Sonderabfälle nur dicht verschlossen in den originalen Behältern (Gebinden) sowie aufrechtstehend (z.B. in einer Wanne, die Behälter aufrecht hält).Wichtig: Nutzen Sie bitte die Abgabezeiten für Gewerbekunden (Mo. bis Do. von 7.00 – 14.00 Uhr und Fr. von 7.00 – 12.00 Uhr), wenn Sie größere Mengen an Sonderabfällen abgeben wollen.",
Faltzelt,,"Wertstoffhof,Deponie",Alte Wurfzelte können kostenfrei auf den Wertstoffhöfen und Deponien über den Sperrabfallcontainer entsorgt werden.,
Fahrradhelm,Restabfall,,Alte Helme können Sie über die Restabfalltonne entsorgen.,
Fallobst,,Biotonne,Fallobst ist Bioabfall und kann über die Biotonne oder durch Eigenkompostierung entsorgen werden (Papier zum Einwickeln ist in geringen Schichtdicken zugelassen).Eine Direktanlieferung auf den Deponien der Region Hannover ist leider nicht möglich.,
Fahrzeugteile,,,"Altfahrzeuge, Fahrzeugwracks, und Fahrzeugteile werden von zertifizierten Verwertungsbetrieben angenommen und einer Verwertung zugeführt (siehe www.gelbeseiten.de). Sie werden nicht an den Wertstoffhöfen von aha angenommen; auch bei der Sperrabfallsammlung werden sie nicht mitgenommen.In zertifizierten Verwertungsbetrieben wird Ihnen ein Verwertungsnachweis für Ihr Altfahrzeug ausgehändigt; verlangen Sie diesen unbedingt! In den Fachbetrieben werden aus diesen Fahrzeugen die Betriebsflüssigkeiten entfernt und einer fachgerechten Aufbereitung (z.B. Öle aller Art) oder Entsorgung zugeführt. Zusätzlich werden aus den Fahrzeugen die weiter einsetzbaren Ersatzteile demontiert und dem Markt zur weiteren Nutzung als kostengünstige Ersatzteile erhalten. Kabel, Metalle u.a. werden der Wiederverwertung zugeführt. Der nicht mehr nutzbare Rest des Fahrzeuges wird ordnungsgemäß entsorgt.Über unser Formular können Sie Fahrzeuge ohne Zulassung oder Fahrzeugwracks, die im öffentlichen Straßenraum stehen, melden.Im Umland wenden Sie sich bitte an die entsprechende Stadt- oder Gemeindeverwaltung, bzw. an die Region Hannover.",
Fahrradfahrer-Airbag (Hövding),,,Fahrradfahrer-Airbags werden aufgrund der sprengfähigen Materialien weder auf den Wertstoffhöfen noch auf den Deponien der Region Hannover angenommen. Bitte wenden Sie sich für die Entsorgung an den Hersteller.Wichtig: Auch bereits ausgelöste Airbags können aufgrund ihrer Bestandteile nicht über aha entsorgt werden.,
Fahrradbatterien,Sonderabfall,"Wertstoffhof,Deponie Hannover - Sonderabfallannahmestelle","Gültig ab dem 01.01.2026 Batteriekategorie Gerätebatterien und -akkus (bis zu einer Größe von 500g je Stück)aha nimmt Gerätebatterien, z. B. aus Taschenlampen, Uhren, Radios usw. in haushaltsüblichen Kleinmengen an. Diese Batterien können Sie täglich kostenlos auf den Wertstoffhöfen der Region Hannover, den Wertstoffhöfen auf den Deponien in Burgdorf und Kolenfeld oder im Sonderabfallzwischenlager der Deponie Hannover abgeben. Diese Batterien werden auch im Fachhandel zurückgenommen. Hinweis: Bitte kleben Sie vor der Abgabe die beiden Pole der lithiumhaltigen Batterien mit Klebestreifen ab. Es werden nur lithiumhaltige Batterien angenommen, bei denen durch das Abkleben beider Pole mit einem Klebestreifen die Auslösung eines Brandes verringert wird. Batteriekategorie Gerätebatterien und -akkus (über 500g bis 5 kg je Stück) und LV- Batterien (bis 25kg je Stück)Ausgediente Akkus aus Geräten und leichten Verkehrsmitteln (LV), von E-Bikes, E-Scootern und Motorrädern, werden nur auf der Deponie Hannover im Sonderabfallzwischenlager Lahe entgegengenommen.Diese Batterien müssen auch im Fachhandel zurückgenommen werden. Hinweis: Bitte kleben Sie vor der Abgabe die beiden Pole der Batterien mit Klebestreifen ab. Es werden nur Batterien angenommen, bei denen durch das Abkleben beider Pole mit einem Klebestreifen die Auslösung eines Brandes verringert wird.  Batteriekategorie StarterbatterienNur Starterbatterien auf Bleibasis von PKW, LKW sowie Motorrädern können Sie kostenlos auf den Wertstoffhöfen der Region Hannover oder der Deponie Hannover im Sonderabfallzwischenlager abgeben.Diese Batterien müssen auch im Fachhandel zurückgenommen werden.Insbesondere lithiumhaltige Starterbatterien können weder auf den Wertstoffhöfen der Region Hannover noch der Deponie Hannover im Sonderabfallzwischenlager abgegeben werden. Bitte geben Sie diese an den Fachhandel zurück. Batteriekategorien Elektrofahrzeugbatterien und IndustriebatterienIndustrie- und Elektrofahrzeugbatterien werden von aha nicht angenommen. Bitte geben Sie diese an den Fachhandel zurück. Dazu gehören auch Gerätebatterien größer 5kg je Stück und LV-Batterien größer 25kg je Stück, wenn es sich nicht um eine Starterbatterie handelt.  ",
Fahrradanhänger,,"Wertstoffhof,Deponie","Fahrradanhänger können kostenfrei auf den Wertstoffhöfen und Deponien über den Altmetallcontainer entsorgt werden. Bitte beachten Sie vor der Entsorgung, dass Stoffdächer vor der Entsorgung entfernt werden sollten.",
Fahrrad,Wertstoff,Wertstoffhof,"Alte Fahrräder werden an den Wertstoffhöfen als Schrott angenommen oder können nach Terminabsprache mit der kostenlosen Metallsammlung mitgenommen werden. Wichtig hierbei ist es, dass das mitzunehmende Fahrrad zu Kennzeichen (Zettel dran befestigen), damit es nicht zu Verwechslungen kommt und das Fahrrad nicht übersehen wird. ",
Fahrkarten/Bustickets,Restabfall,,"Fahrkarten bestehen in den meisten Fällen aus beschichtetem Thermopapier, welches nicht über die Altpapiertonne oder den Altpapiersack entsorgt werden sollte. Bitte entsorgen Sie alte Fahrkarten im Restabfallbehälter.",
Corona-Schnelltests,Restabfall,Restabfalltonne,"Nach dem Aussortieren von Wertstoffen (z.B. Papier oder Glas), Bio-, Bau- (z. B. Steine) und Sonderabfällen bleibt noch der so genannte Restabfall, der in die Restabfalltonne gehört, wie z. B. Asche, Essensreste, Brot- und Kuchenreste, Fleisch- und Fischreste, Glühlampen, Kehricht usw. übrig. Zur Grillzeit gehört Grillkohle (vollständig ausgeglüht), Schaschlikspieße, Streichhölzer, Feuerzeuge (wenn sie leer sind) und Servietten in die Restabfalltonne.Wenn gelegentlich mehr Abfall anfällt, können Sie beim Wertstoffhof oder online einen Zusatzsack kaufen. Stellen Sie diesen am Leerungstag einfach zu dem Restabfallbehälter - wir nehmen ihn mit.",
CO2-Zylinder,,,Haushaltsübliche Mengen Ihrer Co2-Zylinder für Sahnesiphons können über die Wertstoffhöfe der Region Hannover entsorgt werden.Zylinder für Wassersprudelgräte können an den Fachhandel /Hersteller zurückgegeben werden. Auf den Wertstoffhöfen und Deponien der Region Hannover werden diese Zylinder nicht angenommen!Stand der Information: April 2022,
Computer,Elektrogeräte,Wertstoffhof,"Elektrogeräte nehmen die Wertstoffhöfe kostenlos an. An den Wertstoffhöfen ist die Anliefermenge an Großgeräten auf 2 Stück pro Anlieferung und Tag begrenzt, größere Mengen nehmen die Deponien in Burgdorf und Wunstorf an.Bevor Sie alte Elektrogeräte mit Speicherfunktion wie z. B. Laptop, PC, Handy entsorgen, löschen Sie bitte vorher alle Daten vollständig.Daten auf intakten Festplatten von Computern können mit spezieller Software durch Überschreiben vollständig und nicht wieder herstellbar gelöscht werden. Vom Handy SIM-Karte und Speicherkarte entfernen. Werden sie nicht mehr genutzt, Karten mit der Schere durchschneiden. Interne Handyspeicher zu löschen ist aufwendiger. Defekte Datenträger können mechanisch unbrauchbar gemacht werden.Das Bundesamt für Sicherheit in der Informationstechnik (BSI) gibt Tipps unter &lt;link http: www.bsi-fuer-buerger.de&gt;www.bsi-fuer-buerger.deEine Funktionseinheit (Drucker, Laufwerk, Tastatur, Bildschirm) kostet bei Abholung zusammen eine Gebühr. ",
Chlorbleichlauge,Sonderabfall,"Wertstoffhof,Deponie Hannover - Sonderabfallannahmestelle","Bis zu 30kg (Gesamtmenge/ haushaltsübliche Mengen) Ihrer gefährlichen Abfälle, können Sie täglich kostenlos auf allen Wertstoffhöfen abgeben. Auf den Wertstoffhöfen der Region werden Sonderabfälle in Gebinden bis zu einer Größe von max. 10 Litern entgegengenommen. Größere Mengen oder Gebinde können kostenpflichtig an der Sonderannahmestelle auf der Deponie Hannover Lahe abgeben. Gebinde über 10 Liter sind ebenfalls an der Deponie in Hannover anzuliefern.Bitte beachten Sie die Mengenbegrenzung der einzelnen Abfälle, auf der Preisliste für Sonderabfall.Bitte achten Sie bei dem Transport darauf, die Gebinde gut zu kennzeichnen und auf keinen Fall mit anderen Flüssigkeiten zu vermischen. Am sichersten transportieren Sie Sonderabfälle nur dicht verschlossen in den originalen Behältern (Gebinden) sowie aufrechtstehend (z.B. in einer Wanne, die Behälter aufrecht hält).Wichtig: Nutzen Sie bitte die Abgabezeiten für Gewerbekunden (Mo. bis Do. von 7.00 – 14.00 Uhr und Fr. von 7.00 – 12.00 Uhr), wenn Sie größere Mengen an Sonderabfällen abgeben wollen.",
Chlor,Sonderabfall,"Wertstoffhof,Deponie Hannover - Sonderabfallannahmestelle","Bis zu 30kg (Gesamtmenge/ haushaltsübliche Mengen) Ihrer gefährlichen Abfälle, können Sie täglich kostenlos auf allen Wertstoffhöfen abgeben. Auf den Wertstoffhöfen der Region werden Sonderabfälle in Gebinden bis zu einer Größe von max. 10 Litern entgegengenommen. Größere Mengen oder Gebinde können kostenpflichtig an der Sonderannahmestelle auf der Deponie Hannover Lahe abgeben. Gebinde über 10 Liter sind ebenfalls an der Deponie in Hannover anzuliefern.Bitte beachten Sie die Mengenbegrenzung der einzelnen Abfälle, auf der Preisliste für Sonderabfall.Bitte achten Sie bei dem Transport darauf, die Gebinde gut zu kennzeichnen und auf keinen Fall mit anderen Flüssigkeiten zu vermischen. Am sichersten transportieren Sie Sonderabfälle nur dicht verschlossen in den originalen Behältern (Gebinden) sowie aufrechtstehend (z.B. in einer Wanne, die Behälter aufrecht hält).Wichtig: Nutzen Sie bitte die Abgabezeiten für Gewerbekunden (Mo. bis Do. von 7.00 – 14.00 Uhr und Fr. von 7.00 – 12.00 Uhr), wenn Sie größere Mengen an Sonderabfällen abgeben wollen.",
Chips-Tüte,Leichtverpackungen,Gelbe Tonne,"Leichtverpackungen (LVP) sind Verkaufsverpackungen aus Kunststoffen, Metallen oder Materialverbunden. Zu den Leichtverpackungen gehören z. B. Joghurtbecher, Kunststoffflaschen und -folien. Leichtverpackungen werden im Stadtgebiet von Hannover und in der Region Hannover in der kostenfreien gelben Tonne gesammelt, anschließend sortiert und einer Verwertung zugeführt.Wichtiger Hinweis: Die Firma Remondis ist für die Leerung der gelben Tonne im Regionsgebiet zuständig und nicht aha. ",
Chemikalien,Sonderabfall,"Wertstoffhof,Deponie Hannover - Sonderabfallannahmestelle","Bis zu 30kg (Gesamtmenge/ haushaltsübliche Mengen) Ihrer gefährlichen Abfälle, können Sie täglich kostenlos auf allen Wertstoffhöfen abgeben. Auf den Wertstoffhöfen der Region werden Sonderabfälle in Gebinden bis zu einer Größe von max. 10 Litern entgegengenommen. Größere Mengen oder Gebinde können kostenpflichtig an der Sonderannahmestelle auf der Deponie Hannover Lahe abgeben. Gebinde über 10 Liter sind ebenfalls an der Deponie in Hannover anzuliefern.Bitte beachten Sie die Mengenbegrenzung der einzelnen Abfälle, auf der Preisliste für Sonderabfall.Bitte achten Sie bei dem Transport darauf, die Gebinde gut zu kennzeichnen und auf keinen Fall mit anderen Flüssigkeiten zu vermischen. Am sichersten transportieren Sie Sonderabfälle nur dicht verschlossen in den originalen Behältern (Gebinden) sowie aufrechtstehend (z.B. in einer Wanne, die Behälter aufrecht hält).Wichtig: Nutzen Sie bitte die Abgabezeiten für Gewerbekunden (Mo. bis Do. von 7.00 – 14.00 Uhr und Fr. von 7.00 – 12.00 Uhr), wenn Sie größere Mengen an Sonderabfällen abgeben wollen.",
